title,image_url,amazon url,release date,developer,publisher,platforms,genres,rating,description
My Little Pony: Friendship is Magic ,https://static-cdn.jtvnw.net/ttv-boxart/My%20Little%20Pony:%20Friendship%20is%20Magic-285x380.jpg,,,,,,,,
Silent Hill: 0rigins ,https://static-cdn.jtvnw.net/ttv-boxart/Silent%20Hill:%200rigins-285x380.jpg,,,,,,,,
Pokemon HeartGold/SoulSilver ,https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20HeartGold/SoulSilver-285x380.jpg,,,,,,,,
Sleeping Dogs ,https://static-cdn.jtvnw.net/ttv-boxart/Sleeping%20Dogs-285x380.jpg,,,,,,,,
Fire Emblem: Awakening ,https://static-cdn.jtvnw.net/ttv-boxart/Fire%20Emblem:%20Awakening-285x380.jpg,,,,,,,,
Animal Crossing: Happy Home Designer ,https://static-cdn.jtvnw.net/ttv-boxart/Animal%20Crossing:%20Happy%20Home%20Designer-285x380.jpg,,,,,,,,
Q.U.B.E. Director's Cut ,https://static-cdn.jtvnw.net/ttv-boxart/Q.U.B.E.%20Director%27s%20Cut-285x380.jpg,,,,,,,,
Bless Online ,https://static-cdn.jtvnw.net/ttv-boxart/Bless%20Online-285x380.jpg,,,,,,,,
Call of Duty: Advanced Warfare ,https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Advanced%20Warfare-285x380.jpg,,,,,,,,
Fairy Fencer F: Advent Dark Force ,https://static-cdn.jtvnw.net/ttv-boxart/Fairy%20Fencer%20F:%20Advent%20Dark%20Force-285x380.jpg,,,,,,,,
Just Cause 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Just%20Cause%203-285x380.jpg,,,,,,,,
Star Realms ,https://static-cdn.jtvnw.net/ttv-boxart/Star%20Realms-285x380.jpg,,,,,,,,
Monopoly ,https://static-cdn.jtvnw.net/ttv-boxart/Monopoly-285x380.jpg,,,,,,,,
Sniper Elite 4 ,https://static-cdn.jtvnw.net/ttv-boxart/Sniper%20Elite%204-285x380.jpg,,,,,,,,
Scrap Garden ,https://static-cdn.jtvnw.net/ttv-boxart/Scrap%20Garden-285x380.jpg,,,,,,,,
Soul Worker Online ,https://static-cdn.jtvnw.net/ttv-boxart/Soul%20Worker%20Online-285x380.jpg,,,,,,,,
Taiko no Tatsujin: Session de Dodon ga Don! ,https://static-cdn.jtvnw.net/ttv-boxart/Taiko%20no%20Tatsujin:%20Session%20de%20Dodon%20ga%20Don%21-285x380.jpg,,,,,,,,
The Alchemist Code ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Alchemist%20Code-285x380.jpg,,,,,,,,
Kirby & The Amazing Mirror ,https://static-cdn.jtvnw.net/ttv-boxart/Kirby%20&%20The%20Amazing%20Mirror-285x380.jpg,,,,,,,,
Mega Man 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%203-285x380.jpg,,,,,,,,
Star Wars: Battlefront II ,https://static-cdn.jtvnw.net/ttv-boxart/Star%20Wars:%20Battlefront%20II-285x380.jpg,,,,,,,,
Star Wars: Jedi Knight - Dark Forces II ,https://static-cdn.jtvnw.net/ttv-boxart/Star%20Wars:%20Jedi%20Knight%20-%20Dark%20Forces%20II-285x380.jpg,,,,,,,,
Battletoads in Battlemaniacs ,https://static-cdn.jtvnw.net/ttv-boxart/Battletoads%20in%20Battlemaniacs-285x380.jpg,,,,,,,,
Darksiders ,https://static-cdn.jtvnw.net/ttv-boxart/Darksiders-285x380.jpg,,,,,,,,
Yakuza 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Yakuza%203-285x380.jpg,,,,,,,,
Escape ,https://static-cdn.jtvnw.net/ttv-boxart/Escape-285x380.jpg,,,,,,,,
Mega Man 10 ,https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%2010-285x380.jpg,,,,,,,,
Danganronpa: Trigger Happy Havoc ,https://static-cdn.jtvnw.net/ttv-boxart/Danganronpa:%20Trigger%20Happy%20Havoc-285x380.jpg,,,,,,,,
Hotline Miami ,https://static-cdn.jtvnw.net/ttv-boxart/Hotline%20Miami-285x380.jpg,,,,,,,,
Shantae and the Pirate's Curse ,https://static-cdn.jtvnw.net/ttv-boxart/Shantae%20and%20the%20Pirate%27s%20Curse-285x380.jpg,,,,,,,,
Quantum Break ,https://static-cdn.jtvnw.net/ttv-boxart/Quantum%20Break-285x380.jpg,,,,,,,,
Roll20 Virtual Tabletop ,https://static-cdn.jtvnw.net/ttv-boxart/Roll20%20Virtual%20Tabletop-285x380.jpg,,,,,,,,
Freestyle Street Basketball 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Freestyle%20Street%20Basketball%202-285x380.jpg,,,,,,,,
Danganronpa 2: Goodbye Despair ,https://static-cdn.jtvnw.net/ttv-boxart/Danganronpa%202:%20Goodbye%20Despair-285x380.jpg,,,,,,,,
Empyrion: Galactic Survival ,https://static-cdn.jtvnw.net/ttv-boxart/Empyrion:%20Galactic%20Survival-285x380.jpg,,,,,,,,
Minion Masters ,https://static-cdn.jtvnw.net/ttv-boxart/Minion%20Masters-285x380.jpg,,,,,,,,
Freelancer ,https://static-cdn.jtvnw.net/ttv-boxart/Freelancer-285x380.jpg,,,,,,,,
Simulacra ,https://static-cdn.jtvnw.net/ttv-boxart/Simulacra-285x380.jpg,,,,,,,,
Digimon Story: Cyber Sleuth ,https://static-cdn.jtvnw.net/ttv-boxart/Digimon%20Story:%20Cyber%20Sleuth-285x380.jpg,,,,,,,,
Party Panic ,https://static-cdn.jtvnw.net/ttv-boxart/Party%20Panic-285x380.jpg,,,,,,,,
Skyforge ,https://static-cdn.jtvnw.net/ttv-boxart/Skyforge-285x380.jpg,,,,,,,,
Rhythm Horizon ,https://static-cdn.jtvnw.net/ttv-boxart/Rhythm%20Horizon-285x380.jpg,,,,,,,,
Avorion ,https://static-cdn.jtvnw.net/ttv-boxart/Avorion-285x380.jpg,,,,,,,,
MU Legend ,https://static-cdn.jtvnw.net/ttv-boxart/MU%20Legend-285x380.jpg,,,,,,,,
Romance of the Three Kingdoms XIII ,https://static-cdn.jtvnw.net/ttv-boxart/Romance%20of%20the%20Three%20Kingdoms%20XIII-285x380.jpg,,,,,,,,
Space Dave! ,https://static-cdn.jtvnw.net/ttv-boxart/Space%20Dave%21-285x380.jpg,,,,,,,,
TagPro ,https://static-cdn.jtvnw.net/ttv-boxart/TagPro-285x380.jpg,,,,,,,,
Super Robot Taisen V ,https://static-cdn.jtvnw.net/ttv-boxart/Super%20Robot%20Taisen%20V-285x380.jpg,,,,,,,,
Freedom Planet ,https://static-cdn.jtvnw.net/ttv-boxart/Freedom%20Planet-285x380.jpg,,,,,,,,
Skullgirls ,https://static-cdn.jtvnw.net/ttv-boxart/Skullgirls-285x380.jpg,,,,,,,,
Tabletop Simulator ,https://static-cdn.jtvnw.net/ttv-boxart/Tabletop%20Simulator-285x380.jpg,,,,,,,,
South Park: Phone Destroyer ,https://static-cdn.jtvnw.net/ttv-boxart/South%20Park:%20Phone%20Destroyer-285x380.jpg,,,,,,,,
Blood Knights ,https://static-cdn.jtvnw.net/ttv-boxart/Blood%20Knights-285x380.jpg,,,,,,,,
Katawa Shoujo ,https://static-cdn.jtvnw.net/ttv-boxart/Katawa%20Shoujo-285x380.jpg,,,,,,,,
Comedy Night ,https://static-cdn.jtvnw.net/ttv-boxart/Comedy%20Night-285x380.jpg,,,,,,,,
Zombi ,https://static-cdn.jtvnw.net/ttv-boxart/Zombi-285x380.jpg,,,,,,,,
Fire Emblem Warriors ,https://static-cdn.jtvnw.net/ttv-boxart/Fire%20Emblem%20Warriors-285x380.jpg,,,,,,,,
Journey ,https://static-cdn.jtvnw.net/ttv-boxart/Journey-285x380.jpg,,,,,,,,
Silent Hill HD Collection ,https://static-cdn.jtvnw.net/ttv-boxart/Silent%20Hill%20HD%20Collection-285x380.jpg,,,,,,,,
Shin Megami Tensei: Persona 4 ,https://static-cdn.jtvnw.net/ttv-boxart/Shin%20Megami%20Tensei:%20Persona%204-285x380.jpg,,,,,,,,
Watch Dogs ,https://static-cdn.jtvnw.net/ttv-boxart/Watch%20Dogs-285x380.jpg,,,,,,,,
Gotham City Impostors ,https://static-cdn.jtvnw.net/ttv-boxart/Gotham%20City%20Impostors-285x380.jpg,,,,,,,,
Mafia III ,https://static-cdn.jtvnw.net/ttv-boxart/Mafia%20III-285x380.jpg,,,,,,,,
Sherlock Holmes: The Devil's Daughter ,https://static-cdn.jtvnw.net/ttv-boxart/Sherlock%20Holmes:%20The%20Devil%27s%20Daughter-285x380.jpg,,,,,,,,
Faeria ,https://static-cdn.jtvnw.net/ttv-boxart/Faeria-285x380.jpg,,,,,,,,
Nancy Drew: The Creature of Kapu Cave ,https://static-cdn.jtvnw.net/ttv-boxart/Nancy%20Drew:%20The%20Creature%20of%20Kapu%20Cave-285x380.jpg,,,,,,,,
Star Wars: X-Wing Alliance ,https://static-cdn.jtvnw.net/ttv-boxart/Star%20Wars:%20X-Wing%20Alliance-285x380.jpg,,,,,,,,
Crazy Pixel Streaker ,https://static-cdn.jtvnw.net/ttv-boxart/Crazy%20Pixel%20Streaker-285x380.jpg,,,,,,,,
Mordheim: City of the Damned ,https://static-cdn.jtvnw.net/ttv-boxart/Mordheim:%20City%20of%20the%20Damned-285x380.jpg,,,,,,,,
Watch Dogs 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Watch%20Dogs%202-285x380.jpg,,,,,,,,
Worm.is ,https://static-cdn.jtvnw.net/ttv-boxart/Worm.is-285x380.jpg,,,,,,,,
Blaster Master Zero ,https://static-cdn.jtvnw.net/ttv-boxart/Blaster%20Master%20Zero-285x380.jpg,,,,,,,,
DmC Devil May Cry ,https://static-cdn.jtvnw.net/ttv-boxart/DmC%20Devil%20May%20Cry-285x380.jpg,,,,,,,,
Kingdom: New Lands ,https://static-cdn.jtvnw.net/ttv-boxart/Kingdom:%20New%20Lands-285x380.jpg,,,,,,,,
The Legend of Zelda: Oracle of Seasons ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Zelda:%20Oracle%20of%20Seasons-285x380.jpg,,,,,,,,
Warhammer Online: Age of Reckoning ,https://static-cdn.jtvnw.net/ttv-boxart/Warhammer%20Online:%20Age%20of%20Reckoning-285x380.jpg,,,,,,,,
Pillars of Eternity ,https://static-cdn.jtvnw.net/ttv-boxart/Pillars%20of%20Eternity-285x380.jpg,,,,,,,,
Lost Odyssey ,https://static-cdn.jtvnw.net/ttv-boxart/Lost%20Odyssey-285x380.jpg,,,,,,,,
Business Tour ,https://static-cdn.jtvnw.net/ttv-boxart/Business%20Tour-285x380.jpg,,,,,,,,
Battlefield: Bad Company 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Battlefield:%20Bad%20Company%202-285x380.jpg,,,,,,,,
Supreme Commander: Forged Alliance ,https://static-cdn.jtvnw.net/ttv-boxart/Supreme%20Commander:%20Forged%20Alliance-285x380.jpg,,,,,,,,
Catherine ,https://static-cdn.jtvnw.net/ttv-boxart/Catherine-285x380.jpg,,,,,,,,
Mystical Ninja Starring Goemon ,https://static-cdn.jtvnw.net/ttv-boxart/Mystical%20Ninja%20Starring%20Goemon-285x380.jpg,,,,,,,,
Call of Duty 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty%202-285x380.jpg,,,,,,,,
Depth ,https://static-cdn.jtvnw.net/ttv-boxart/Depth-285x380.jpg,,,,,,,,
RollerCoaster Tycoon ,https://static-cdn.jtvnw.net/ttv-boxart/RollerCoaster%20Tycoon-285x380.jpg,,,,,,,,
Ultimate Marvel vs. Capcom 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Ultimate%20Marvel%20vs.%20Capcom%203-285x380.jpg,,,,,,,,
The Elder Scrolls II: Daggerfall ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Elder%20Scrolls%20II:%20Daggerfall-285x380.jpg,,,,,,,,
The Blackwell Convergence ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Blackwell%20Convergence-285x380.jpg,,,,,,,,
Portal Knights ,https://static-cdn.jtvnw.net/ttv-boxart/Portal%20Knights-285x380.jpg,,,,,,,,
Broforce ,https://static-cdn.jtvnw.net/ttv-boxart/Broforce-285x380.jpg,,,,,,,,
Ninja Gaiden Black ,https://static-cdn.jtvnw.net/ttv-boxart/Ninja%20Gaiden%20Black-285x380.jpg,,,,,,,,
Oddworld: Abe's Oddysee New 'n' Tasty! ,https://static-cdn.jtvnw.net/ttv-boxart/Oddworld:%20Abe%27s%20Oddysee%20New%20%27n%27%20Tasty%21-285x380.jpg,,,,,,,,
Middle-earth: Shadow of Mordor ,https://static-cdn.jtvnw.net/ttv-boxart/Middle-earth:%20Shadow%20of%20Mordor-285x380.jpg,,,,,,,,
The Binding of Isaac: Rebirth ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Binding%20of%20Isaac:%20Rebirth-285x380.jpg,,,,,,,,
Stella Glow ,https://static-cdn.jtvnw.net/ttv-boxart/Stella%20Glow-285x380.jpg,,,,,,,,
Guild Wars ,https://static-cdn.jtvnw.net/ttv-boxart/Guild%20Wars-285x380.jpg,,,,,,,,
Call of Duty: Ghosts ,https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Ghosts-285x380.jpg,,,,,,,,
Hyper Light Drifter ,https://static-cdn.jtvnw.net/ttv-boxart/Hyper%20Light%20Drifter-285x380.jpg,,,,,,,,
Banished ,https://static-cdn.jtvnw.net/ttv-boxart/Banished-285x380.jpg,,,,,,,,
A Bird Story ,https://static-cdn.jtvnw.net/ttv-boxart/A%20Bird%20Story-285x380.jpg,,,,,,,,
Hitman: Absolution ,https://static-cdn.jtvnw.net/ttv-boxart/Hitman:%20Absolution-285x380.jpg,,,,,,,,
Kingdom Hearts HD II.8: Final Chapter Prologue ,https://static-cdn.jtvnw.net/ttv-boxart/Kingdom%20Hearts%20HD%20II.8:%20Final%20Chapter%20Prologue-285x380.jpg,,,,,,,,
Zero Escape: Virtue's Last Reward ,https://static-cdn.jtvnw.net/ttv-boxart/Zero%20Escape:%20Virtue%27s%20Last%20Reward-285x380.jpg,,,,,,,,
Gothic II: Night of the Raven ,https://static-cdn.jtvnw.net/ttv-boxart/Gothic%20II:%20Night%20of%20the%20Raven-285x380.jpg,,,,,,,,
We Happy Few ,https://static-cdn.jtvnw.net/ttv-boxart/We%20Happy%20Few-285x380.jpg,,,,,,,,
Mordhau ,https://static-cdn.jtvnw.net/ttv-boxart/Mordhau-285x380.jpg,,,,,,,,
Battlefield 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Battlefield%203-285x380.jpg,,,,,,,,
SimCity ,https://static-cdn.jtvnw.net/ttv-boxart/SimCity-285x380.jpg,,,,,,,,
Still Life ,https://static-cdn.jtvnw.net/ttv-boxart/Still%20Life-285x380.jpg,,,,,,,,
Mary Skelter: Nightmares ,https://static-cdn.jtvnw.net/ttv-boxart/Mary%20Skelter:%20Nightmares-285x380.jpg,,,,,,,,
Skate 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Skate%203-285x380.jpg,,,,,,,,
Valkyria Chronicles ,https://static-cdn.jtvnw.net/ttv-boxart/Valkyria%20Chronicles-285x380.jpg,,,,,,,,
Tales of Destiny ,https://static-cdn.jtvnw.net/ttv-boxart/Tales%20of%20Destiny-285x380.jpg,,,,,,,,
Ys Origin ,https://static-cdn.jtvnw.net/ttv-boxart/Ys%20Origin-285x380.jpg,,,,,,,,
The Witcher ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Witcher-285x380.jpg,,,,,,,,
Mega Man Star Force ,https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20Star%20Force-285x380.jpg,,,,,,,,
Breath of Fire III ,https://static-cdn.jtvnw.net/ttv-boxart/Breath%20of%20Fire%20III-285x380.jpg,,,,,,,,
Modern Combat Versus ,https://static-cdn.jtvnw.net/ttv-boxart/Modern%20Combat%20Versus-285x380.jpg,,,,,,,,
Far Cry 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Far%20Cry%202-285x380.jpg,,,,,,,,
Dark Souls II ,https://static-cdn.jtvnw.net/ttv-boxart/Dark%20Souls%20II-285x380.jpg,,,,,,,,
Mass Effect 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Mass%20Effect%203-285x380.jpg,,,,,,,,
Bully ,https://static-cdn.jtvnw.net/ttv-boxart/Bully-285x380.jpg,,,,,,,,
Fantasy Strike ,https://static-cdn.jtvnw.net/ttv-boxart/Fantasy%20Strike-285x380.jpg,,,,,,,,
Shantae ,https://static-cdn.jtvnw.net/ttv-boxart/Shantae-285x380.jpg,,,,,,,,
Pokemon Trading Card Game ,https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Trading%20Card%20Game-285x380.jpg,,,,,,,,
BanG Dream! Girls Band Party! ,https://static-cdn.jtvnw.net/ttv-boxart/BanG%20Dream%21%20Girls%20Band%20Party%21-285x380.jpg,,,,,,,,
Yooka-Laylee ,https://static-cdn.jtvnw.net/ttv-boxart/Yooka-Laylee-285x380.jpg,,,,,,,,
Spooky's House of Jump Scares ,https://static-cdn.jtvnw.net/ttv-boxart/Spooky%27s%20House%20of%20Jump%20Scares-285x380.jpg,,,,,,,,
Tetris: The Grand Master ,https://static-cdn.jtvnw.net/ttv-boxart/Tetris:%20The%20Grand%20Master-285x380.jpg,,,,,,,,
Warhammer 40,000: Space Marine ,,,,,,,,
WWE All Stars ,https://static-cdn.jtvnw.net/ttv-boxart/WWE%20All%20Stars-285x380.jpg,,,,,,,,
Mario & Luigi: Superstar Saga + Bowser's Minions ,https://static-cdn.jtvnw.net/ttv-boxart/Mario%20&%20Luigi:%20Superstar%20Saga%20+%20Bowser%27s%20Minions-285x380.jpg,,,,,,,,
Apollo Justice: Ace Attorney ,https://static-cdn.jtvnw.net/ttv-boxart/Apollo%20Justice:%20Ace%20Attorney-285x380.jpg,,,,,,,,
Foxhole ,https://static-cdn.jtvnw.net/ttv-boxart/Foxhole-285x380.jpg,,,,,,,,
Delver ,https://static-cdn.jtvnw.net/ttv-boxart/Delver-285x380.jpg,,,,,,,,
Machinarium ,https://static-cdn.jtvnw.net/ttv-boxart/Machinarium-285x380.jpg,,,,,,,,
Duke Nukem 3D ,https://static-cdn.jtvnw.net/ttv-boxart/Duke%20Nukem%203D-285x380.jpg,,,,,,,,
Kingdom Hearts: Birth by Sleep ,https://static-cdn.jtvnw.net/ttv-boxart/Kingdom%20Hearts:%20Birth%20by%20Sleep-285x380.jpg,,,,,,,,
Donkey Kong Country: Tropical Freeze ,https://static-cdn.jtvnw.net/ttv-boxart/Donkey%20Kong%20Country:%20Tropical%20Freeze-285x380.jpg,,,,,,,,
The Witness ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Witness-285x380.jpg,,,,,,,,
Deus Ex: Human Revolution Director's Cut ,https://static-cdn.jtvnw.net/ttv-boxart/Deus%20Ex:%20Human%20Revolution%20Director%27s%20Cut-285x380.jpg,,,,,,,,
Akiba's Trip: Undead & Undressed ,https://static-cdn.jtvnw.net/ttv-boxart/Akiba%27s%20Trip:%20Undead%20&%20Undressed-285x380.jpg,,,,,,,,
Bloons TD Battles ,https://static-cdn.jtvnw.net/ttv-boxart/Bloons%20TD%20Battles-285x380.jpg,,,,,,,,
Distorted Travesty ,https://static-cdn.jtvnw.net/ttv-boxart/Distorted%20Travesty-285x380.jpg,,,,,,,,
Mario Party 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Party%203-285x380.jpg,,,,,,,,
Castlevania: Portrait of Ruin ,https://static-cdn.jtvnw.net/ttv-boxart/Castlevania:%20Portrait%20of%20Ruin-285x380.jpg,,,,,,,,
Orcs Must Die! 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Orcs%20Must%20Die%21%202-285x380.jpg,,,,,,,,
Beyond the Beyond ,https://static-cdn.jtvnw.net/ttv-boxart/Beyond%20the%20Beyond-285x380.jpg,,,,,,,,
Rise of Insanity ,https://static-cdn.jtvnw.net/ttv-boxart/Rise%20of%20Insanity-285x380.jpg,,,,,,,,
Action 52 ,https://static-cdn.jtvnw.net/ttv-boxart/Action%2052-285x380.jpg,,,,,,,,
Dragon Quest Builders ,https://static-cdn.jtvnw.net/ttv-boxart/Dragon%20Quest%20Builders-285x380.jpg,,,,,,,,
Welcome to the Game ,https://static-cdn.jtvnw.net/ttv-boxart/Welcome%20to%20the%20Game-285x380.jpg,,,,,,,,
Metal Arms: Glitch in the System ,https://static-cdn.jtvnw.net/ttv-boxart/Metal%20Arms:%20Glitch%20in%20the%20System-285x380.jpg,,,,,,,,
X-Men: Legends ,https://static-cdn.jtvnw.net/ttv-boxart/X-Men:%20Legends-285x380.jpg,,,,,,,,
Amnesia: Memories ,https://static-cdn.jtvnw.net/ttv-boxart/Amnesia:%20Memories-285x380.jpg,,,,,,,,
Hyperdimension Neptunia Re;Birth 3: V Century ,https://static-cdn.jtvnw.net/ttv-boxart/Hyperdimension%20Neptunia%20Re;Birth%203:%20V%20Century-285x380.jpg,,,,,,,,
Drone Racing League Simulator ,https://static-cdn.jtvnw.net/ttv-boxart/Drone%20Racing%20League%20Simulator-285x380.jpg,,,,,,,,
F.E.A.R. 3 ,https://static-cdn.jtvnw.net/ttv-boxart/F.E.A.R.%203-285x380.jpg,,,,,,,,
Luxor 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Luxor%202-285x380.jpg,,,,,,,,
Mario Kart: Double Dash!! ,https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Kart:%20Double%20Dash%21%21-285x380.jpg,,,,,,,,
Saints Row: The Third ,https://static-cdn.jtvnw.net/ttv-boxart/Saints%20Row:%20The%20Third-285x380.jpg,,,,,,,,
OneShot ,https://static-cdn.jtvnw.net/ttv-boxart/OneShot-285x380.jpg,,,,,,,,
Castlevania: Lords of Shadow ,https://static-cdn.jtvnw.net/ttv-boxart/Castlevania:%20Lords%20of%20Shadow-285x380.jpg,,,,,,,,
Farming Simulator 15 ,https://static-cdn.jtvnw.net/ttv-boxart/Farming%20Simulator%2015-285x380.jpg,,,,,,,,
Perfect Dark ,https://static-cdn.jtvnw.net/ttv-boxart/Perfect%20Dark-285x380.jpg,,,,,,,,
Rain World ,https://static-cdn.jtvnw.net/ttv-boxart/Rain%20World-285x380.jpg,,,,,,,,
Bayonetta ,https://static-cdn.jtvnw.net/ttv-boxart/Bayonetta-285x380.jpg,,,,,,,,
Alice: Madness Returns ,https://static-cdn.jtvnw.net/ttv-boxart/Alice:%20Madness%20Returns-285x380.jpg,,,,,,,,
Programming ,https://static-cdn.jtvnw.net/ttv-boxart/Programming-285x380.jpg,,,,,,,,
Honkai Impact ,https://static-cdn.jtvnw.net/ttv-boxart/Honkai%20Impact-285x380.jpg,,,,,,,,
Golf Story ,https://static-cdn.jtvnw.net/ttv-boxart/Golf%20Story-285x380.jpg,,,,,,,,
The Final Fantasy Legend ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Final%20Fantasy%20Legend-285x380.jpg,,,,,,,,
Tomodachi Life ,https://static-cdn.jtvnw.net/ttv-boxart/Tomodachi%20Life-285x380.jpg,,,,,,,,
Tree of Life ,https://static-cdn.jtvnw.net/ttv-boxart/Tree%20of%20Life-285x380.jpg,,,,,,,,
God of War ,https://static-cdn.jtvnw.net/ttv-boxart/God%20of%20War-285x380.jpg,,,,,,,,
Cry Of Fear ,https://static-cdn.jtvnw.net/ttv-boxart/Cry%20Of%20Fear-285x380.jpg,,,,,,,,
Far Cry 4 ,https://static-cdn.jtvnw.net/ttv-boxart/Far%20Cry%204-285x380.jpg,,,,,,,,
Dead Island ,https://static-cdn.jtvnw.net/ttv-boxart/Dead%20Island-285x380.jpg,,,,,,,,
The Crooked Man ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Crooked%20Man-285x380.jpg,,,,,,,,
King's Quest III: To Heir is Human ,https://static-cdn.jtvnw.net/ttv-boxart/King%27s%20Quest%20III:%20To%20Heir%20is%20Human-285x380.jpg,,,,,,,,
Audiosurf 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Audiosurf%202-285x380.jpg,,,,,,,,
Welcome to Hanwell ,https://static-cdn.jtvnw.net/ttv-boxart/Welcome%20to%20Hanwell-285x380.jpg,,,,,,,,
Clone Drone in the Danger Zone ,https://static-cdn.jtvnw.net/ttv-boxart/Clone%20Drone%20in%20the%20Danger%20Zone-285x380.jpg,,,,,,,,
DCS World ,https://static-cdn.jtvnw.net/ttv-boxart/DCS%20World-285x380.jpg,,,,,,,,
Armored Warfare ,https://static-cdn.jtvnw.net/ttv-boxart/Armored%20Warfare-285x380.jpg,,,,,,,,
Pro Evolution Soccer 2018 ,https://static-cdn.jtvnw.net/ttv-boxart/Pro%20Evolution%20Soccer%202018-285x380.jpg,,,,,,,,
Ultimate Epic Battle Simulator ,https://static-cdn.jtvnw.net/ttv-boxart/Ultimate%20Epic%20Battle%20Simulator-285x380.jpg,,,,,,,,
Magic: The Gathering Online ,https://static-cdn.jtvnw.net/ttv-boxart/Magic:%20The%20Gathering%20Online-285x380.jpg,,,,,,,,
La-Mulana ,https://static-cdn.jtvnw.net/ttv-boxart/La-Mulana-285x380.jpg,,,,,,,,
Free Fire: Battlegrounds ,https://static-cdn.jtvnw.net/ttv-boxart/Free%20Fire:%20Battlegrounds-285x380.jpg,,,,,,,,
Animal Crossing ,https://static-cdn.jtvnw.net/ttv-boxart/Animal%20Crossing-285x380.jpg,,,,,,,,
Go ,https://static-cdn.jtvnw.net/ttv-boxart/Go-285x380.jpg,,,,,,,,
Mega Man Battle Network 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20Battle%20Network%203-285x380.jpg,,,,,,,,
Dead Rising ,https://static-cdn.jtvnw.net/ttv-boxart/Dead%20Rising-285x380.jpg,,,,,,,,
Epistory ,https://static-cdn.jtvnw.net/ttv-boxart/Epistory-285x380.jpg,,,,,,,,
Slime Rancher ,https://static-cdn.jtvnw.net/ttv-boxart/Slime%20Rancher-285x380.jpg,,,,,,,,
Shadow Tactics: Blades of the Shogun ,https://static-cdn.jtvnw.net/ttv-boxart/Shadow%20Tactics:%20Blades%20of%20the%20Shogun-285x380.jpg,,,,,,,,
Wreckfest ,https://static-cdn.jtvnw.net/ttv-boxart/Wreckfest-285x380.jpg,,,,,,,,
Castlevania: Legacy of Darkness ,https://static-cdn.jtvnw.net/ttv-boxart/Castlevania:%20Legacy%20of%20Darkness-285x380.jpg,,,,,,,,
Dead or Alive Xtreme 3: Fortune ,https://static-cdn.jtvnw.net/ttv-boxart/Dead%20or%20Alive%20Xtreme%203:%20Fortune-285x380.jpg,,,,,,,,
Final Fantasy Tactics ,https://static-cdn.jtvnw.net/ttv-boxart/Final%20Fantasy%20Tactics-285x380.jpg,,,,,,,,
Warhammer 40,000: Eternal Crusade ,,,,,,,,
Mega Man X8 ,https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20X8-285x380.jpg,,,,,,,,
Murdered: Soul Suspect ,https://static-cdn.jtvnw.net/ttv-boxart/Murdered:%20Soul%20Suspect-285x380.jpg,,,,,,,,
The Order: 1886 ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Order:%201886-285x380.jpg,,,,,,,,
Rebuild 3: Gangs of Deadsville ,https://static-cdn.jtvnw.net/ttv-boxart/Rebuild%203:%20Gangs%20of%20Deadsville-285x380.jpg,,,,,,,,
3on3 FreeStyle ,https://static-cdn.jtvnw.net/ttv-boxart/3on3%20FreeStyle-285x380.jpg,,,,,,,,
Gone Home ,https://static-cdn.jtvnw.net/ttv-boxart/Gone%20Home-285x380.jpg,,,,,,,,
Kirby's Adventure ,https://static-cdn.jtvnw.net/ttv-boxart/Kirby%27s%20Adventure-285x380.jpg,,,,,,,,
